[2026-05-17T07:39:35.605Z] GET http://localhost:5174/src/api/admin.ts → 304 (4ms, ?B)
[2026-05-17T07:39:35.609Z] GET http://localhost:5174/src/api/client.ts → 304 (?ms, ?B)
[2026-05-17T07:39:35.609Z] GET http://localhost:5174/src/components/ConfidenceScore.tsx → 304 (?ms, ?B)
[2026-05-17T07:39:36.032Z] GET http://localhost:5174/orders/upload → 200 (4ms, 579B)
[2026-05-17T07:39:36.039Z] GET http://localhost:5174/@vite/client → 304 (1ms, ?B)
[2026-05-17T07:39:36.039Z] GET http://localhost:5174/src/main.tsx?t=1779003501377 → 304 (1ms, ?B)
[2026-05-17T07:39:36.041Z] GET http://localhost:5174/@react-refresh → 304 (6ms, ?B)
[2026-05-17T07:39:36.041Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 304 (6ms, ?B)
[2026-05-17T07:39:36.044Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=bc2f83cb → 200 (?ms, 37035B)
[2026-05-17T07:39:36.044Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=bc2f83cb → 200 (?ms, 219B)
[2026-05-17T07:39:36.044Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=bd4e02c1 → 200 (?ms, 1118B)
[2026-05-17T07:39:36.044Z] GET http://localhost:5174/node_modules/.vite/deps/@tanstack_react-query.js?v=9f9393fa → 200 (?ms, 132860B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/src/App.tsx?t=1779003501377 → 304 (2ms, ?B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/src/index.css?t=1779003501377 → 304 (2ms, ?B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-HPDSNDDJ.js?v=2c6040f9 → 200 (?ms, 77818B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-3O7X656O.js?v=2c6040f9 → 200 (?ms, 2454B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-LGZLQBMG.js?v=2c6040f9 → 200 (?ms, 928095B)
[2026-05-17T07:39:36.045Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-F32QSB3J.js?v=2c6040f9 → 200 (?ms, 37368B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/node_modules/.vite/deps/react-router-dom.js?v=640f162c → 200 (?ms, 209992B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/store/authStore.ts → 304 (3ms, ?B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/components/Layout.tsx?t=1779003501377 → 304 (3ms, ?B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/pages/Login.tsx → 304 (3ms, ?B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/pages/Dashboard.tsx → 304 (4ms, ?B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/pages/OrderUpload.tsx → 304 (4ms, ?B)
[2026-05-17T07:39:36.050Z] GET http://localhost:5174/src/pages/ParseReview.tsx → 304 (4ms, ?B)
[2026-05-17T07:39:36.051Z] GET http://localhost:5174/src/pages/ProductionList.tsx → 304 (3ms, ?B)
[2026-05-17T07:39:36.051Z] GET http://localhost:5174/src/pages/ShipmentDocs.tsx → 304 (3ms, ?B)
[2026-05-17T07:39:36.051Z] GET http://localhost:5174/src/pages/Admin.tsx → 304 (3ms, ?B)
[2026-05-17T07:39:36.051Z] GET http://localhost:5174/src/components/Suspended.tsx → 304 (4ms, ?B)
[2026-05-17T07:39:36.054Z] GET http://localhost:5174/node_modules/.vite/deps/zustand.js?v=2b5a9409 → 200 (?ms, 11810B)
[2026-05-17T07:39:36.054Z] GET http://localhost:5174/node_modules/.vite/deps/zustand_middleware.js?v=98d5f18f → 200 (?ms, 19128B)
[2026-05-17T07:39:36.055Z] GET http://localhost:5174/src/api/auth.ts → 304 (2ms, ?B)
[2026-05-17T07:39:36.055Z] GET http://localhost:5174/src/api/orders.ts → 304 (2ms, ?B)
[2026-05-17T07:39:36.057Z] GET http://localhost:5174/src/components/FieldEditor.tsx → 304 (?ms, ?B)
[2026-05-17T07:39:36.057Z] GET http://localhost:5174/src/api/production.ts → 304 (1ms, ?B)
[2026-05-17T07:39:36.057Z] GET http://localhost:5174/src/api/shipment.ts → 304 (1ms, ?B)
[2026-05-17T07:39:36.057Z] GET http://localhost:5174/src/api/admin.ts → 304 (1ms, ?B)
[2026-05-17T07:39:36.057Z] GET http://localhost:5174/src/api/client.ts → 304 (1ms, ?B)
[2026-05-17T07:39:36.058Z] GET http://localhost:5174/src/components/ConfidenceScore.tsx → 304 (?ms, ?B)
[2026-05-17T07:39:36.479Z] GET http://localhost:5174/admin → 200 (6ms, 579B)
[2026-05-17T07:39:36.490Z] GET http://localhost:5174/@vite/client → 304 (1ms, ?B)
[2026-05-17T07:39:36.491Z] GET http://localhost:5174/src/main.tsx?t=1779003501377 → 304 (?ms, ?B)
[2026-05-17T07:39:36.492Z] GET http://localhost:5174/@react-refresh → 304 (6ms, ?B)
[2026-05-17T07:39:36.492Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 304 (6ms, ?B)
[2026-05-17T07:39:36.495Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=bc2f83cb → 200 (?ms, 37035B)
[2026-05-17T07:39:36.495Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=bc2f83cb → 200 (?ms, 219B)
[2026-05-17T07:39:36.495Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=bd4e02c1 → 200 (?ms, 1118B)
[2026-05-17T07:39:36.495Z] GET http://localhost:5174/node_modules/.vite/deps/@tanstack_react-query.js?v=9f9393fa → 200 (?ms, 132860B)
[2026-05-17T07:39:36.495Z] GET http://localhost:5174/src/App.tsx?t=1779003501377 → 304 (4ms, ?B)
[2026-05-17T07:39:36.496Z] GET http://localhost:5174/src/index.css?t=1779003501377 → 304 (3ms, ?B)
